Ürün Adı,Adet,min_date,max_date,date_diff,olumlu_sayi,olumsuz_sayi
TRENDYOLMİLLA Siyah Vücuda Oturan Örme Parıltılı Pullu Örme Payet Şık Abiye Elbise TPRSS24EL00030,89,2024-03-20,2025-03-10,355,78,11
TRENDYOLMİLLA Mavi Etek Ucu Püsküllü Kemerli Maxi Denim Elbise TWOSS24EL00377,89,2024-03-02,2025-03-10,373,69,20
TRENDYOLMİLLA Siyah A Kesim Mini Dokuma Elbise TWOAW25EL00192,89,2024-09-07,2025-03-10,184,74,15
TRENDYOLMİLLA Yeşil Mini Balon Kollu V Yaka Süet Dokuma Elbise TWOAW24EL00583,88,2023-09-15,2025-03-03,535,67,21
TRENDYOLMİLLA Siyah Yaka Detaylı A-Kesim Dokuma Şık Abiye Elbise TPRSS24EL00210,88,2024-06-13,2025-02-27,259,78,10
Trendyol Curve Siyah Yırtmaç Detaylı Midi %100 Pamuk Örme Büyük Beden Elbise TBBSS24AH00003,88,2024-02-15,2025-03-02,381,82,6
TRENDYOLMİLLA Siyah Asimetrik Yaka Bodycone/Vücuda Oturan Mini Örme Elbise TWOAW25EL00595,88,2024-10-31,2025-03-07,127,76,12
Trendyol Curve Siyah Uzun Kol Vücuda Oturan Yırtmaçlı Midi/Orta Boy Dokuma Elbise TBBAW24AH00089,88,2023-10-07,2024-12-01,421,63,25
TRENDYOLMİLLA Ekru Belden Açılan Şifon Astarlı Midi Dokuma Elbise TWOSS24EL00541,88,2024-04-22,2025-03-07,319,55,33
TRENDYOLMİLLA Pudra A-Kesim Dokuma Şık Abiye Elbise TPRSS24EL00160,88,2024-04-08,2025-03-09,335,75,13
TRENDYOLMİLLA Lacivert Maxi Triko Premium Kalite Elbise TWOSS24EL00301,87,2024-04-04,2025-02-22,324,74,13
TRENDYOLMİLLA Koyu Mavi Fermuarlı Fitted/Vücuda Oturan Mini Denim Elbise TWOSS24EL00381,87,2024-03-20,2025-03-05,350,76,11
TRENDYOLMİLLA Vizon Fitted/Vücuda Oturan Volanlı Midi Dokuma Elbise TWOSS20EL1342,87,2022-03-21,2025-02-19,1066,72,15
Trendyol Curve Siyah Polo Yaka Çizgili Mini %100 Pamuk Örme Büyük Beden Elbise TBBSS24AH00006,87,2024-02-21,2025-03-10,383,76,11
TRENDYOLMİLLA Limited Edition Mavi Gül Detaylı Mini Denim Gömlek Elbise TWOAW25EL00396,87,2024-09-05,2025-03-10,186,75,12
TRENDYOLMİLLA Siyah Kare Yaka Eteği Fırfırlı Bele Oturan Mini Örme Elbise TWOAW24EL00525,87,2023-09-15,2025-03-05,537,75,12
TRENDYOLMİLLA Limited Edition Siyah V Yaka Skater/Belden Açılan Esnek Maxi Örme Elbise TWOAW25EL00299,87,2024-09-11,2025-02-28,170,79,8
TRENDYOLMİLLA Siyah Vücuda Oturan Örme Kadife Midi Elbise TPRAW25EL00135,87,2024-10-12,2025-03-09,148,80,7
TRENDYOLMİLLA Kahverengi Pencere/Cut Out Detaylı Örme Tül Elbise TPRSS24EL00022,87,2024-04-05,2025-03-08,337,61,26
TRENDYOLMİLLA Siyah A-Kesim Poplin Dokuma Midi Şık Elbise TPRSS24EL00294,87,2024-08-21,2025-03-05,196,58,29
TRENDYOLMİLLA Bridal Beyaz A-Kesim Astarlı Dokuma Kısa Düğün/Nikah Şık Abiye Elbise TPRSS24EL00117,87,2024-03-03,2025-03-05,367,77,10
TRENDYOLMİLLA Zümrüt Yeşili Çiçek Baskılı Mini Selanik Dik Yaka Örme Elbise TWOAW25EL00282,86,2024-11-19,2025-03-09,110,80,6
TRENDYOLMİLLA Siyah Piliseli Astarlı Kolsuz Esnek Örme Midi Elbise TWOSS24EL00785,86,2024-05-31,2025-03-07,280,83,3
TRENDYOLMİLLA Bridal Beyaz Kol Detaylı Dokuma Düğün/Nikah Şık Abiye Elbise TPRSS24EL00119,86,2024-03-19,2025-03-02,348,72,14
TRENDYOLMİLLA Bordo Çiçek Baskılı Mini Selanik Dik Yaka Örme Elbise TWOAW25EL00282,86,2024-11-14,2025-03-10,116,75,11
TRENDYOLMİLLA Haki Düğmeli Kolsuz Midi Dokuma Gömlek Elbise TWOSS24EL00442,86,2024-04-03,2024-11-25,236,68,18
TRENDYOLMİLLA Pembe Düz Bodycone Straplez Detaylı Finike Mini Dokuma Gömlek Elbise TWOSS24EL00751,86,2024-03-11,2025-03-10,364,67,19
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Abiye Elbise TPRAW24EL00097,86,2023-09-30,2025-02-28,517,81,5
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Simli Örme Kısa Şık Abiye Elbise TPRAW24EL00006,86,2023-09-21,2025-02-13,511,68,18
TRENDYOLMİLLA Ekru Vücudu Saran Yırtmaçlı Askılı Astarlı Midi Kalem Etek Dokuma Elbise TWOSS19BB0216,86,2022-03-14,2024-12-01,993,69,17
TRENDYOLMİLLA Kahverengi Baskılı Büzgü / Drape Maxi  Örme Elbise TWOAW25EL00408,86,2024-09-13,2025-03-09,177,81,5
TRENDYOLMİLLA Kahverengi Mini Triko Dantelli Elbise TWOAW22EL0011,86,2023-08-21,2025-03-10,567,73,13
TRENDYOLMİLLA Mavi A-Kesim Dokuma Şık Abiye Elbise TPRSS24EL00160,86,2024-04-16,2025-03-06,324,73,13
Trendyol Curve Pembe Astarlı Şifon Çiçekli Kare Yaka Balon Kol Dokuma Büyük Beden Elbise TBBSS24AH00189,86,2024-04-04,2024-12-27,267,72,14
Trendyol Curve Siyah Dik Yaka Transparan Detaylı Bodycon Triko Elbise TBBAW23AH00180,86,2022-11-07,2025-02-28,844,71,15
TRENDYOLMİLLA Kırmızı Eteği Belden Açılan Pamuk Karışımlı Maxi Dokuma Elbise TWOSS24EL00386,86,2024-03-20,2024-12-18,273,75,11
TRENDYOLMİLLA Zümrüt Yeşili Vücuda Oturan Örme Parıltılı Pul Payet Şık Abiye Elbise TPRSS24EL00030,85,2024-07-25,2025-02-12,202,80,5
TRENDYOLMİLLA Siyah Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,85,2023-09-06,2025-02-26,539,71,14
TRENDYOLMİLLA Zümrüt Yeşili A-Kesim Astarlı Volanlı Dokuma Şifon Kısa Şık Abiye Elbise TPRSS23EL00096,85,2023-08-31,2025-03-05,552,77,8
TRENDYOLMİLLA Çok Renkli A-Kesim Çiçek Desenli Fırfırlı Örme Tül Elbise TPRSS24EL00133,85,2024-03-18,2025-02-27,346,79,6
TRENDYOLMİLLA Altın Vücuda Oturan Örme Parıltılı Pullu Örme Payet Şık Abiye Elbise TPRSS24EL00030,85,2024-03-11,2025-03-07,361,74,11
TRENDYOLMİLLA Koyu Mavi Kuşaklı Maxi Modest Denim Gömlek Elbise TWOSS24EL00923,85,2024-08-17,2025-03-08,203,79,6
TRENDYOLMİLLA Siyah Vücuda Oturan Drapeli Örme Kısa Elbise TPRSS24EL00162,85,2024-03-30,2025-02-19,326,64,21
TRENDYOLMİLLA Zümrüt Yeşili Midi Triko Bisiklet Yaka Elbise TWOAW21EL0422,85,2023-08-08,2025-03-03,573,78,7
Trendyol Curve Kahverengi A-line Dokuma Elbise TBBSS24AH00052,85,2024-03-14,2024-12-01,262,77,8
TRENDYOLMİLLA Siyah A-Kesim Astarlı Agraflı Dokuma Şifon Kısa Şık Abiye Elbise TPRSS24EL00073,85,2024-02-09,2025-02-28,385,60,25
Trendyol Curve Siyah Şifon Kollu Midi Dokuma Büyük Beden Elbise TBBAW24AH00049,85,2023-09-05,2025-02-17,531,77,8
TRENDYOLMİLLA Mavi Kuşaklı Çizgili Mini Dokuma Gömlek Elbise TWOAW25EL00154,85,2024-07-18,2025-03-10,235,64,21
TRENDYOLMİLLA Çok Renkli Çiçek Desenli A Kesim V Yaka Astarlı Şifon Dokuma Elbise TWOAW24EL00320,85,2023-08-23,2025-03-10,565,74,11
TRENDYOLMİLLA Siyah Kruvaze Pilise Detaylı Mini Dokuma Elbise TWOSS24EL00793,84,2024-05-21,2025-02-10,265,63,21
TRENDYOLMİLLA Siyah Cut Out/Pencere Detaylı Örme Şık Abiye Elbise TPRAW25EL00022,84,2024-10-03,2025-03-10,158,78,6
TRENDYOLMİLLA Koyu Gri Volanlı Kare Yaka Fitted/Vücuda Oturan Maxi Esnek Örme Elbise TWOAW24EL00613,84,2023-09-28,2025-02-27,518,70,14
TRENDYOLMİLLA Kırmızı Cut Out/Pencere Detaylı Örme Şık Abiye Elbise TPRAW25EL00022,84,2024-09-25,2025-03-09,165,70,14
TRENDYOLMİLLA Pembe Çizgili Kruvaze Yaka Midi Dokuma Elbise TWOSS23EL02233,84,2023-05-02,2024-10-14,531,67,17
TRENDYOLMİLLA Çok Renkli Ayarlanabilir Askılı Baskılı Askılı Bürümcük/Dokulu Örme Midi Elbise TWOSS24EL00401,84,2024-02-02,2025-02-27,391,64,20
TRENDYOLMİLLA Siyah Düz T-shirt Elbise %100 Pamuk Yırtmaç Detaylı Shift/Rahat Kesim Midi TWOSS24EL00140,84,2024-03-15,2025-03-11,361,67,17
TRENDYOLMİLLA Siyah Düz Kesim Saten Askılı Maxi Dokuma Elbise TWOSS24EL00163,84,2024-03-16,2025-02-11,332,62,22
Trendyol Curve Mor Kare Yaka Balon Kollu Dokuma Yırtmaçlı Astarlı Şifon Elbise TBBSS22AH0012,84,2023-02-05,2025-03-09,763,70,14
TRENDYOLMİLLA Siyah Vücuda Oturan Maxi Örme Cut Out/Pencere Plaj Elbisesi TBESS23EL00122,84,2023-04-06,2025-02-01,667,76,8
TRENDYOLMİLLA Siyah Puantiyeli Vücuda Oturan Astarlı Drapeli Örme Tül Kısa Şık Abiye Elbise TPRAW24EL00028,84,2023-08-23,2025-03-09,564,70,14
TRENDYOLMİLLA Siyah Polo Yaka Shift/Normal Kesim Midi Esnek Örme Elbise TWOSS24EL01012,84,2024-05-22,2025-02-12,266,75,9
TRENDYOLMİLLA Yağ Yeşil Vücuda Oturan Gül Detaylı Örme Kısa Şık Abiye Elbise TPRSS24EL00095,84,2024-03-09,2025-01-08,305,56,28
TRENDYOLMİLLA Siyah itted/Vücuda Oturan Yırtmaçlı Kare Yaka Esnek Örme Midi Kalem Elbise TWOSS24EL00679,84,2024-03-23,2025-02-07,321,74,10
Trendyol Curve Siyah Halter Yaka Dokuma Elbise TBBSS23AH00207,83,2023-05-24,2024-10-21,516,78,5
TRENDYOLMİLLA Siyah Parıltılı Örme Şık Abiye Elbise TPRSS24EL00037,83,2024-03-25,2025-03-11,351,80,3
TRENDYOLMİLLA Siyah Vücuda Oturan Örme Payet Kısa Şık Abiye Elbise TPRSS24EL00151,83,2024-03-25,2025-02-27,339,66,17
TRENDYOLMİLLA Antrasit  A Kesim Eteği Asimetrik Mini  Dokuma Elbise TWOAW24EL00496,83,2023-08-20,2025-02-27,557,53,30
TRENDYOLMİLLA Siyah Kuşaklı Mini Dokuma Gömlek Elbise TWOAW25EL00154,83,2024-08-20,2025-03-10,202,57,26
TRENDYOLMİLLA Bordo Kemerli Ceket Mini Düğme Detaylı Dokuma Elbise TWOAW20EL1156,83,2023-10-24,2025-03-09,502,65,18
Trendyol Curve Camel Maxi/Uzun Boy Yırtmaçlı Yazlık Leopar Desenli Dokuma Elbise TBBSS24AH00136,83,2024-03-11,2025-03-05,359,79,4
TRENDYOLMİLLA Siyah Tüvit Görünümlü Triko Mini Elbise TWOAW25EL00542,83,2024-09-23,2025-03-06,164,70,13
TRENDYOLMİLLA Kırmızı Piliseli Astarlı Şifon Dokuma Elbise TWOAW24EL00478,83,2023-10-01,2025-03-10,526,68,15
TRENDYOLMİLLA Kırmızı Vücuda Oturan Astarlı Dokuma Şık Abiye Elbise TPRSS23EL00541,83,2023-05-06,2025-03-07,671,67,16
TRENDYOLMİLLA Çok Renkli A-Kesim Gül Detaylı Dokuma Elbise TPRSS24EL00098,83,2024-04-18,2024-12-08,234,49,34
TRENDYOLMİLLA X Sagaza Studio Siyah Belden Açılan/Skater Beli Lastikli Piliseli Poplin Elbise TCLAW24EL00000,83,2023-09-29,2025-03-07,525,61,22
TRENDYOLMİLLA Zümrüt Yeşili Baskılı Bodycone/Vücuda Oturan İspanyol Kol Mini Örme Kalem Elbise TWOAW24EL00191,83,2023-08-21,2025-03-09,566,73,10
Trendyol Curve Yeşil Dokuma Beli Lastik ve Düğme Detaylı Elbise TBBSS22EL1563,82,2023-01-25,2024-12-12,687,75,7
TRENDYOLMİLLA Taş Maxi Triko Saç Örgülü Geniş Kalıp Elbise TWOAW25EL00078,82,2024-08-24,2025-03-09,197,68,14
TRENDYOLMİLLA Bej Mini Triko Bolero-Elbise Takım TWOAW25EL00056,82,2024-09-12,2025-03-10,179,73,9
TRENDYOLMİLLA Kırmızı A-Kesim Astarlı Korse Detaylı Dokuma Kısa Şık Abiye Elbise TPRSS23EL00251,82,2023-04-27,2025-03-08,681,66,16
TRENDYOLMİLLA Mürdüm Çiçekli Fırfırlı Mini Dokuma Elbise TWOAW23EL01455,82,2024-09-13,2025-03-05,173,77,5
TRENDYOLMİLLA Lacivert Kemerli A Kesim Piliseli Maxi Astarlı Şifon Dokuma Elbise TWOAW24EL00471,82,2024-03-19,2025-03-11,357,66,16
TRENDYOLMİLLA Çok Renkli Kuşaklı Eteği Volanlı Viskon Dokuma Elbise TWOAW24EL00739,82,2023-10-05,2025-02-20,504,77,5
TRENDYOLMİLLA Bridal Beyaz Vücuda Oturan Çiçekli Örme Kısa Düğün/Nikah Şık Abiye Elbise TPRSS24EL00112,82,2024-03-09,2025-03-11,367,66,16
Trendyol Curve Siyah Puantiyeli Dokuma Gömlek Elbise TBBSS23AH00107,82,2023-03-09,2025-03-08,730,71,11
Trendyol Curve Siyah Yakası Çıtçıtlı Bodycone Fitilli Örme Büyük Beden Elbise TBBAW24AH00059,82,2023-10-20,2025-02-06,475,75,7
TRENDYOLMİLLA Limited Edition Haki Dokuma Saten Elbise TPRSS24EL00127,82,2024-03-15,2025-02-23,345,71,11
TRENDYOLMİLLA Kahverengi Askılı Dokuma Elbise TWOAW20EL0208,82,2022-03-14,2025-02-22,1076,70,12
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Örme Pullu Payet Kısa Şık Abiye Elbise TPRAW24EL00159,82,2023-09-24,2025-02-04,499,68,14
TRENDYOLMİLLA Siyah Vücuda Oturan Parlak Taşlı Dokuma Şık Abiye Elbise TPRSS24EL00128,82,2024-05-22,2025-03-05,287,74,8
Trendyol Curve Mint Kemerli Dokuma Gömlek Elbise TBBSS23AH00277,82,2023-07-09,2025-02-28,600,59,23
TRENDYOLMİLLA Çok Renkli Çiçek Desenli A-Kesim Fırfır Detaylı Astarlı Şifon Maxi Dokuma Elbise TWOSS23EL02013,81,2023-06-27,2025-03-10,622,71,10
Trendyol Curve Mavi Dokuma Beli Lastik ve Düğme Detaylı Elbise TBBSS22EL1563,81,2023-01-19,2025-01-05,717,66,15
TRENDYOLMİLLA Kırmızı Ayarlanabilir Askılı Kare Yaka A-Line Bürümcük/Dokulu Örme Maxi Elbise TWOSS24EL00060,81,2024-05-30,2025-02-05,251,67,14
TRENDYOLMİLLA Mavi Çiçek Desenli A-Kesim Kat Kat Mini Astarlı Şifon Dokuma Elbise TWOSS23EL02056,81,2024-03-31,2025-03-09,343,74,7
Trendyol Curve Siyah Kruvaze Bağlamalı Triko Elbise TBBAW23AH00014,81,2022-09-07,2025-03-10,915,63,18
TRENDYOLMİLLA Siyah Düz Maxi Kruvaze Detaylı A-line/Çan Açılan Melek Kol Örme Elbise TWOAW25EL00098,81,2024-08-28,2025-03-01,185,78,3
TRENDYOLMİLLA Siyah Düğme Detaylı Skater/Belden Açılan Midi Dokuma Elbise TWOSS22EL1185,81,2022-03-28,2025-02-03,1043,72,9
TRENDYOLMİLLA Siyah Düğmeli Hakim Yaka Dokuma Ceket Elbise TWOAW24EL00422,81,2023-09-04,2025-03-09,552,70,11
TRENDYOLMİLLA Zümrüt Yeşili Mini Triko Pileli Etek Detaylı Elbise TWOAW24EL00013,81,2023-08-22,2025-02-20,548,66,15
TRENDYOLMİLLA Turuncu Belden Açılan Bağlama Detaylı Midi Dokuma Elbise TWOSS23EL01913,81,2023-04-13,2025-02-12,671,68,13
TRENDYOLMİLLA Siyah Vücuda Oturan Tek Omuz Fiyonk Detaylı Dokuma Şık Midi Abiye Elbise TPRSS24EL00258,81,2024-07-08,2025-02-24,231,71,10
Trendyol Curve Zümrüt Yeşili Şifon Dokuma Büyük Beden Elbise,80,2024-09-21,2025-03-09,169,72,8
TRENDYOLMİLLA Siyah Biye Detaylı 2 Katmanlı İçi Şortlu Tenis Örme Spor Elbise THMSS24EL00000,80,2024-02-14,2025-02-26,378,62,18
TRENDYOLMİLLA Siyah Mini Triko Renk Bloklu Elbise TWOAW23EL00197,80,2022-09-18,2025-03-10,904,74,6
TRENDYOLMİLLA Çok Renkli Yırtmaçlı Desenli Dokuma Elbise TWOAW23EL00325,80,2023-09-06,2025-03-06,547,61,19
TRENDYOLMİLLA Pembe Çiçek Desenli Belden Açılan Mini Dokuma Elbise TWOSS23EL02008,80,2023-04-07,2024-10-15,557,70,10
TRENDYOLMİLLA Siyah Mini Triko Kontrast Renkli Elbise TWOAW24EL00041,80,2023-09-22,2025-02-15,512,68,12
TRENDYOLMİLLA Indigo Düğme Detaylı Dokuma Mini Ceket Dokuma Elbise  TWOAW23EL00291,80,2022-10-22,2025-03-02,862,60,20
TRENDYOLMİLLA Haki Kruvaze Dokuma Elbise TWOAW24EL00737,80,2023-09-26,2025-03-11,532,68,12
TRENDYOLMİLLA Siyah Saçaklı Payet Şık Abiye Elbise TPRAW24EL00277,80,2023-10-11,2025-02-01,479,64,16
TRENDYOLMİLLA Siyah Tül Astarlı Vücuda Oturan Midi Örme Elbise TWOAW24EL00164,80,2023-08-17,2025-03-11,572,64,16
TRENDYOLMİLLA Gül Kurusu Eteği Volanlı Sırt Bağlama Detaylı Askılı Maxi Dokuma Elbise TWOSS23EL00027,80,2023-04-08,2025-02-22,686,70,10
TRENDYOLMİLLA Mavi Dokuma %100 Pamuk Mini Plaj Elbisesi TBESS21EL3979,80,2022-07-06,2025-02-24,964,62,18
TRENDYOLMİLLA Kahverengi Düğme Detaylı Mini Dokuma Gömlek Elbise TWOAW23EL01424,80,2023-09-28,2025-02-25,516,72,8
TRENDYOLMİLLA Indigo Geniş Kesim Gömlek Yaka Maxi Dokuma Elbise TWOSS24EL00861,80,2024-04-27,2024-12-15,232,64,16
TRENDYOLMİLLA Yeşil Çiçekli A Kesim Yırtmaçlı Sırtı Gipe Detaylı Şifon Astarlı Midi Dokuma Elbise TWOSS24EL00699,80,2024-04-01,2025-02-28,333,60,20
Trendyol Curve Siyah Düz Kruvaze Kapama Şık Mini Dokuma Büyük Beden Elbise TBBAW24AH00058,79,2023-09-26,2025-02-27,520,68,11
TRENDYOLMİLLA Siyah Maxi Dokuma Sırt Dekolteli Keten Karışımlı Plaj Elbisesi TBESS24EL00096,79,2024-05-28,2025-03-04,280,72,7
TRENDYOLMİLLA Siyah Vücuda Oturan Parıltılı Örme Payet Şık Abiye Elbise TPRSS24EL00108,79,2024-05-29,2025-03-08,283,74,5
TRENDYOLMİLLA Soyut Desenli Mini Dokuma Sırt Dekolteli Plaj Elbisesi TBESS23EL00061,79,2023-03-22,2025-02-27,708,62,17
TRENDYOLMİLLA Pembe Kalıp Yaka Volanlı Dokuma Elbise TWOAW23EL01455,78,2023-09-15,2025-03-10,542,67,11
TRENDYOLMİLLA Kahverengi Carmen Yaka Fitted/Vücuda Oturan Esnek Örme Maxi Kalem Elbise TWOSS24EL00096,78,2024-02-29,2025-03-08,373,71,7
TRENDYOLMİLLA X Zeynep Tosun Saks Güneş Aksesuar Detaylı Cut Out Elbise TCLSS23EL00025,78,2023-05-25,2024-10-05,499,68,10
TRENDYOLMİLLA Pembe Çiçek Desenli Belden Açılan Mini Astarlı Şifon Dokuma Elbise TWOSS23EL01445,78,2023-04-13,2024-11-28,595,74,4
TRENDYOLMİLLA Kırmızı Bodycone Yırtmaçlı Fırfır Detaylı Esnek Kalın Sandy Maxi Kalem Elbise TWOSS24EL00688,78,2024-04-23,2025-03-08,319,69,9
TRENDYOLMİLLA Siyah Kalın Askılı Fitted/Vücuda Oturan Esnek Örme Maxi Kalem Elbise TWOSS24EL00137,77,2024-02-13,2025-02-27,380,71,6
TRENDYOLMİLLA Kırmızı Mini Triko Pileli Etek Detaylı Elbise TWOAW24EL00013,77,2023-08-21,2025-03-09,566,56,21
TRENDYOLMİLLA Siyah Scuba/Dalgıç 2 Katmanlı İçi Şortlu Tenis Örme Spor Elbise THMSS23EL00006,77,2023-03-30,2025-02-19,692,57,20
TRENDYOLMİLLA Mor Eteği Volanlı Mini Şifon Dokuma Kışlık Elbise TWOAW24EL00592,77,2023-09-19,2025-02-20,520,73,4
TRENDYOLMİLLA Siyah Kruvaze Bağlama Detaylı Mini Mono Desenli Dokuma Elbise TWOAW24EL00488,77,2023-09-22,2025-02-24,521,64,13
TRENDYOLMİLLA Mavi Dikiş Detaylı Fitted/Vücuda Oturan Mini Denim Elbise TWOSS24EL00284,76,2024-02-01,2025-03-05,398,67,9
TRENDYOLMİLLA Camel Kemerli Mini Dokuma Elbise TWOAW22EL0446,74,2022-03-18,2025-03-07,1085,58,16
TRENDYOLMİLLA Siyah Çiçekli Şifon Astarlı Dokuma Kışlık Elbise TWOAW23EL01436,71,2023-09-14,2025-01-20,494,61,10
Trendyol Curve Koyu Mavi Kuşak Detaylı Mini Denim Gömlek Elbise TBBSS24AH00124,70,2024-04-02,2025-02-12,316,60,10
